[2020-09-01 10:01:54]	select * from _tbl_admin where UserName='admin@admin.com' and Password='123456' 
[2020-09-01 11:36:52]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-01 11:38:51]	select * from _tbl_tour
[2020-09-01 11:38:51]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='1'
[2020-09-01 11:38:51]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='2'
[2020-09-01 11:38:51]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-01 11:39:33]	select * from _tbl_tours_package
[2020-09-01 11:39:33]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:39:33]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:39:33]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:39:33]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:39:33]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:39:33]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_tours_package
[2020-09-01 11:42:03]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:42:03]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 11:42:06]	select * from _tbl_tour
[2020-09-01 11:42:06]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='1'
[2020-09-01 11:42:06]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='2'
[2020-09-01 11:42:06]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-01 11:44:04]	select * from _tbl_tour
[2020-09-01 11:44:04]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='1'
[2020-09-01 11:44:04]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='2'
[2020-09-01 11:44:04]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-01 11:44:10]	select * from _tbl_sub_tour order by TourTypeID desc
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:44:10]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:48:22]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:48:22]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:48:22]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:48:22]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:48:22]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:48:22]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:50:17]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:50:17]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:50:17]	SELECT * FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:50:17]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='4'
[2020-09-01 11:50:17]	SELECT * FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:50:17]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='3'
[2020-09-01 11:50:17]	SELECT * FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:50:17]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='2'
[2020-09-01 11:50:17]	SELECT * FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:50:17]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='1'
[2020-09-01 11:50:45]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:50:45]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:50:45]	SELECT * FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:50:45]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID=''
[2020-09-01 11:50:45]	SELECT * FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:50:45]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID=''
[2020-09-01 11:50:45]	SELECT * FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:50:45]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID=''
[2020-09-01 11:50:45]	SELECT * FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:50:45]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='1'
[2020-09-01 11:53:59]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:53:59]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:53:59]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:53:59]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:53:59]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:53:59]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:54:28]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:54:28]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:28]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:54:28]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:54:28]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:54:28]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:54:28]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID=''
[2020-09-01 11:54:44]	select * from _tbl_sub_tour where md5(TourTypeID)='c4ca4238a0b923820dcc509a6f75849b' order by SubTourTypeID desc
[2020-09-01 11:54:44]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:44]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:54:44]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:54:44]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:54:44]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:54:44]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID=''
[2020-09-01 11:54:48]	select * from _tbl_sub_tour where md5(SubTourTypeID)='a87ff679a2f3e71d9181a67b7542122c'
[2020-09-01 11:54:48]	select * from _tbl_sub_tour where md5(SubTourTypeID)='a87ff679a2f3e71d9181a67b7542122c'
[2020-09-01 11:54:48]	select * from _tbl_tour
[2020-09-01 11:54:50]	select * from _tbl_sub_tour order by TourTypeID desc
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='9'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='10'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='11'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='12'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='5'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='6'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='7'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='8'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:54:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:54:51]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:57:04]	select * from _tbl_sub_tour order by TourTypeID desc
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='9'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='10'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='11'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='12'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='5'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='6'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='7'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='8'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:57:04]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:04]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 11:57:12]	select * from _tbl_sub_tour where md5(SubTourTypeID)='c4ca4238a0b923820dcc509a6f75849b'
[2020-09-01 11:57:12]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:18]	select * from _tbl_sub_tour order by TourTypeID desc
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='9'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='10'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='11'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='12'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='5'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='6'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='7'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='8'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 11:57:18]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 11:57:18]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 12:00:26]	select * from _tbl_sub_tour order by TourTypeID desc
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='9'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='10'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='11'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='3'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='12'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='5'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='6'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='7'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='2'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='8'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='1'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='2'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='3'
[2020-09-01 12:00:26]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:26]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='4'
[2020-09-01 12:00:32]	select * from _tbl_tours_package
[2020-09-01 12:00:32]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_tours_package
[2020-09-01 12:00:32]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:32]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_tours_package
[2020-09-01 12:00:54]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_tours_package
[2020-09-01 12:00:54]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:00:54]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:41]	select * from _tbl_tours_package
[2020-09-01 12:03:41]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:03:41]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:41]	select * from _tbl_tours_package
[2020-09-01 12:03:41]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='1'
[2020-09-01 12:03:41]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='2'
[2020-09-01 12:03:41]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='3'
[2020-09-01 12:03:46]	select * from _tbl_tours_package where md5(PackageID)='c4ca4238a0b923820dcc509a6f75849b'
[2020-09-01 12:03:46]	select * from _tbl_tours_package where md5(PackageID)='c4ca4238a0b923820dcc509a6f75849b'
[2020-09-01 12:03:46]	select * from _tbl_tour
[2020-09-01 12:03:48]	select * from _tbl_sub_tour where TourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_tours_package
[2020-09-01 12:03:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:03:51]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:54]	select * from _tbl_tours_package where md5(PackageID)='c4ca4238a0b923820dcc509a6f75849b'
[2020-09-01 12:03:54]	select * from _tbl_tours_package where md5(PackageID)='c4ca4238a0b923820dcc509a6f75849b'
[2020-09-01 12:03:54]	select * from _tbl_tour
[2020-09-01 12:03:56]	select * from _tbl_tours_package
[2020-09-01 12:03:56]	select * from _tbl_tour where TourTypeID='1'
[2020-09-01 12:03:56]	select * from _tbl_sub_tour where SubTourTypeID='1'
[2020-09-01 12:03:56]	select * from _tbl_tours_package
[2020-09-01 12:03:56]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='1'
[2020-09-01 12:03:56]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='2'
[2020-09-01 12:03:56]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tour_enquiry where PackageID='3'
[2020-09-01 12:04:00]	select * from _tbl_tours_package where md5(PackageID)='c4ca4238a0b923820dcc509a6f75849b'
