[2020-12-04 14:39:03]	select * from _tbl_store_types where IsActive='1'
[2020-12-04 23:30:02]	update `_tbl_Members` set `IsPayoutEligible`='0'  where `MemberCode`='WTSHA00082'
[2020-12-04 23:30:02]	select * from `_tbl_Members` 
                                            left Join  `_tbl_Settings_Packages`
                                            On 
                                            `_tbl_Members`.`CurrentPackageID`= `_tbl_Settings_Packages`.`PackageID`
                                            where date(`_tbl_Members`.`CreatedOn`)<=date('2020-12-04')
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WT000001'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00002'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00004'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00008'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00009'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00070'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTJAY00081'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00071'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTHAL00077'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00078'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00079'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00080'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00005'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00010'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00011'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WT000001'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00003'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00006'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00012'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00024'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00025'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00013'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00026'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00027'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00007'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00014'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00028'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00029'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTBAB00056'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00015'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00030'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHA00082'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00031'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-12-04 23:30:02]	select * from `_tbl_payoutsummary` where `MemberCode`='WT000001' and (`DebitLeft` >0 or `DebitRight`>0 ) 
[2020-12-04 23:30:02]	select sum(DebitLeft) as DebitLeft, sum(DebitRight) as DebitRight  from _tbl_payoutsummary where MemberCode='WT000001'
[2020-12-04 23:30:02]	insert into `_tbl_payoutsummary` (`PayoutProcessDate`,`MemberID`,`MemberCode`,`TotalLeft`,`TodayLeft`,`TotalRight`,`TodayRight`,`DebitLeft`,`DebitRight`,`AvailableLeft`,`AvailableRight`,`RemainingLeft`,`RemainingRight`,`TodayPayoutPV`,`PackageName`,`PackageID`,`EligibleMinimumPayoutPV`,`EligibleMaximumPayoutPV`,`PayablePV`,`PayableAmount`,`CompanyLeft`,`CompanyRight`,`IsPayoutEligible`,`Charges`,`ChargeAmount`,`PayableAmountDebitCharge`,`processedon`) values ('2020-12-04','1','WT000001','2850','0','2450','0','0','0','2850','0','2850','2450','0','WTBasic','1',Null,'1000','0','0','0','0','1','20%','0','0','2020-12-04 23:30:02')
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00002'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00004'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00008'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00009'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00070'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTJAY00081'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTDAR00071'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTHAL00077'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00078'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00079'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKNB00080'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00002'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSTE00005'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00010'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTSHE00011'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-12-04 23:30:02]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-12-04 23:30:02]	select * from `_tbl_payoutsummary` where `MemberCode`='WTSTE00002' and (`DebitLeft` >0 or `DebitRight`>0 ) 
[2020-12-04 23:30:02]	select sum(DebitLeft) as DebitLeft, sum(DebitRight) as DebitRight  from _tbl_payoutsummary where MemberCode='WTSTE00002'
[2020-12-04 23:30:02]	insert into `_tbl_payoutsummary` (`PayoutProcessDate`,`MemberID`,`MemberCode`,`TotalLeft`,`TodayLeft`,`TotalRight`,`TodayRight`,`DebitLeft`,`DebitRight`,`AvailableLeft`,`AvailableRight`,`RemainingLeft`,`RemainingRight`,`TodayPayoutPV`,`PackageName`,`PackageID`,`EligibleMinimumPayoutPV`,`EligibleMaximumPayoutPV`,`PayablePV`,`PayableAmount`,`CompanyLeft`,`CompanyRight`,`IsPayoutEligible`,`Charges`,`ChargeAmount`,`PayableAmountDebitCharge`,`processedon`) values ('2020-12-04','185','WTSTE00002','2450','0','350','0','0','0','2450','0','2450','350','0','WTBasic','1',Null,'1000','0','0','0','0','1','20%','0','0','2020-12-04 23:30:02')
